modelo,combustivel,ano,quilometragem,final de placa,carroceria,cor,ar condicionado,direcao,vidro eletrico,teto solar,alarme,rodas,retrovisores,computador de bordo
['FIESTA'],['Gasolina'],['2017/2017'],['22.978'],['2'],['Hatchback'],['Branco'],['sim'],[''],['sim'],['nao'],['nao'],['Rodas de liga leve'],[''],['Computador de bordo']
['ASTRA'],['Gasolina e álcool'],['2005/2006'],['182.831'],['7'],['Hatchback'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['nao']
['ONIX'],['Gasolina e álcool'],['2019/2020'],['65.045'],['3'],['Hatchback'],['Cinza'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['nao']
['ONIX'],['Gasolina e álcool'],['2020/2020'],['100'],['5'],['Sedã'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['GOL'],['Gasolina e álcool'],['2013/2014'],['75.000'],['9'],['Hatchback'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['Computador de bordo']
['2008'],['Gasolina e álcool'],['2019/2020'],['29.500'],['6'],['Utilitário esportivo'],['Marrom'],['nao'],[''],['nao'],['nao'],['nao'],[''],[''],['nao']
['FIESTA'],['Gasolina e álcool'],['2016/2016'],['50.990'],['0'],['Hatchback'],['Preto'],['sim'],[''],['sim'],['nao'],['nao'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['PRISMA'],['Gasolina e álcool'],['2019/2019'],['47.080'],['7'],['Sedã'],['Preto'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['DUSTER OROCH'],['Gasolina e álcool'],['2019/2020'],['40.181'],['1'],['Picape'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['FOCUS'],['Gasolina e álcool'],['2016/2017'],['56.798'],['5'],['Sedã'],['Prata'],['nao'],[''],['sim'],['sim'],['nao'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['HILUX SW4'],['Gasolina e álcool'],['2018/2019'],['36.000'],['7'],['Utilitário esportivo'],['Marrom'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['COROLLA'],['Gasolina e álcool'],['2017/2018'],['10.000'],['8'],['Sedã'],['Prata'],['nao'],[''],['nao'],['nao'],['nao'],[''],[''],['nao']
['ONIX'],['Gasolina e álcool'],['2019/2019'],['47.622'],['7'],['Hatchback'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['nao']
['URUS'],['Gasolina'],['2019/2019'],['6.000'],['8'],['Utilitário esportivo'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['SORENTO'],['Gasolina'],['2008/2008'],['72.000'],['3'],['Utilitário esportivo'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['UNO'],['Gasolina e álcool'],['2018/2019'],['52.499'],['3'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['Computador de bordo']
['LOGAN'],['Gasolina e álcool'],['2019/2020'],['44.494'],['1'],['Sedã'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['RANGE ROVER EVOQUE'],['Gasolina'],['2017/2017'],['44.900'],['7'],['Utilitário esportivo'],['Azul'],['sim'],[''],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['PANAMERA'],['Gasolina e elétrico'],['2020/2020'],['1.700'],['6'],['Perua/SW'],['Cinza'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['FUSION'],['Gasolina e álcool'],['2013/2013'],['89.192'],['7'],['Sedã'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['sim'],['nao'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['VITARA'],['Gasolina'],['2018/2019'],['34.000'],['0'],['Utilitário esportivo'],['Preto'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['MASTER'],['Diesel'],['2016/2017'],['90.187'],['1'],['Van/Utilitário'],['Branco'],['sim'],['Direção hidráulica'],['nao'],['nao'],['nao'],[''],[''],['nao']
['XE'],['Gasolina'],['2017/2018'],['29.760'],['3'],['Sedã'],['Preto'],['sim'],[''],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['ONIX'],['Gasolina e álcool'],['2019/2019'],['43.165'],['9'],['Hatchback'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['nao']
['COMPASS'],['Gasolina e álcool'],['2016/2017'],['38.000'],['4'],['Utilitário esportivo'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['X3'],['Gasolina'],['2013/2013'],['54.200'],['3'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['ONIX'],['Gasolina e álcool'],['2019/2019'],['44.730'],['4'],['Hatchback'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['C3 PICASSO'],['Gasolina e álcool'],['2012/2013'],['71.500'],['8'],['Minivan'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],['Retrovisores elétricos'],['Computador de bordo']
['ARGO'],['Gasolina e álcool'],['2018/2018'],['119.650'],['6'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['TUCSON'],['Gasolina e álcool'],['2016/2017'],['62.113'],['3'],['Utilitário esportivo'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['TRAILBLAZER'],['Diesel'],['2018/2018'],['64.000'],['1'],['Utilitário esportivo'],['Vermelho'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['nao']
['GOL'],['Gasolina e álcool'],['2019/2019'],['41.059'],['6'],['Hatchback'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['nao']
['GOL'],['Gasolina e álcool'],['2013/2014'],['168.000'],['5'],['Hatchback'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['SYMBOL'],['Gasolina e álcool'],['2009/2010'],['117.000'],['4'],['Sedã'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['KA'],['Gasolina e álcool'],['2019/2020'],['46.148'],['7'],['Hatchback'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['KA'],['Gasolina e álcool'],['2011/2011'],['109.088'],['5'],['Hatchback'],['Preto'],['sim'],[''],['nao'],['nao'],['sim'],[''],[''],['nao']
['CAPTUR'],['Gasolina e álcool'],['2019/2020'],['4.165'],['1'],['Utilitário esportivo'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['ONIX'],['Gasolina e álcool'],['2019/2019'],['44.600'],['5'],['Hatchback'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['nao']
['HB20S'],['Gasolina e álcool'],['2019/2019'],['47.103'],['6'],['Sedã'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['Computador de bordo']
['118i'],['Gasolina'],['2010/2011'],['56.000'],['0'],['Hatchback'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['COMPASS'],['Gasolina e álcool'],['2017/2017'],['43.000'],['3'],['Utilitário esportivo'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['C3'],['Gasolina e álcool'],['2011/2012'],['100.000'],['2'],['Hatchback'],['Vermelho'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['nao']
['POLO'],['Gasolina e álcool'],['2020/2020'],['39.800'],['7'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['KICKS'],['Gasolina e álcool'],['2020/2020'],['32.639'],['9'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['LOGAN'],['Gasolina e álcool'],['2010/2011'],['137.000'],['5'],['Sedã'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['RENEGADE'],['Gasolina e álcool'],['2017/2018'],['41.800'],['3'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['A3'],['Gasolina'],['2016/2017'],['30.474'],['3'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['JETTA'],['Gasolina e álcool'],['2019/2019'],['14.129'],['4'],['Sedã'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['POLO'],['Gasolina e álcool'],['2019/2020'],['51.852'],['1'],['Hatchback'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['RANGE ROVER VELAR'],['Gasolina'],['2017/2018'],['39.000'],['1'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['FOX'],['Gasolina e álcool'],['2009/2010'],['94.600'],['7'],['Hatchback'],['Cinza'],['nao'],[''],['nao'],['nao'],['nao'],[''],[''],['nao']
['GRAND SANTA FÉ'],['Gasolina'],['2015/2016'],['55.000'],['3'],['Utilitário esportivo'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['ARGO'],['Gasolina e álcool'],['2019/2020'],['59.130'],['8'],['Hatchback'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['CAMARO'],['Gasolina'],['2020/2020'],['2.200'],['1'],['Cupê'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['ECOSPORT'],['Gasolina e álcool'],['2014/2015'],['60.000'],['6'],['Utilitário esportivo'],['Prata'],['sim'],[''],['nao'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['MERIVA'],['Gasolina e álcool'],['2011/2012'],['85.000'],['9'],['Minivan'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['nao']
['PRISMA'],['Gasolina e álcool'],['2019/2019'],['45.520'],['2'],['Sedã'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['nao']
['FOX'],['Gasolina e álcool'],['2012/2013'],['51.500'],['4'],['Hatchback'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['POINTER'],['Gasolina'],['1994/1995'],['110.000'],['2'],['Hatchback'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['nao']
['CARNIVAL'],['Gasolina'],['2008/2009'],['160.000'],['5'],['Minivan'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['VOYAGE'],['Gasolina e álcool'],['2019/2020'],['40.973'],['2'],['Sedã'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['Computador de bordo']
['JOY'],['Gasolina e álcool'],['2020/2020'],['41.645'],['6'],['Sedã'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['nao']
['RS5'],['Gasolina'],['2019/2019'],['800'],['5'],['Cupê'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['HR-V'],['Gasolina e álcool'],['2017/2018'],['53.062'],['4'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['COROLLA'],['Gasolina e álcool'],['2017/2018'],['82.000'],['5'],['Sedã'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['ARGO'],['Gasolina e álcool'],['2019/2020'],['53.943'],['5'],['Hatchback'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['COROLLA'],['Gasolina e álcool'],['2012/2012'],['74.963'],['1'],['Sedã'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['JETTA'],['Gasolina e álcool'],['2018/2018'],['77.000'],['6'],['Sedã'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['SCÉNIC'],['Gasolina e álcool'],['2009/2010'],['135.000'],['6'],['Minivan'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],['Retrovisores elétricos'],['nao']
['POLO'],['Gasolina e álcool'],['2018/2019'],['50.000'],['6'],['Hatchback'],['Prata'],['sim'],[''],['sim'],['nao'],['nao'],['Rodas de liga leve'],[''],['Computador de bordo']
['ONIX'],['Gasolina e álcool'],['2019/2019'],['46.263'],['2'],['Hatchback'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['nao']
['KA'],['Gasolina e álcool'],['2019/2020'],['37.000'],['1'],['Hatchback'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],['Retrovisores elétricos'],['nao']
['ARGO'],['Gasolina e álcool'],['2019/2020'],['50.010'],['4'],['Hatchback'],['Vermelho'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['L200 TRITON'],['Diesel'],['2015/2015'],['205.804'],['0'],['Picape'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['nao']
['ARGO'],['Gasolina e álcool'],['2019/2020'],['47.258'],['8'],['Hatchback'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['AZERA'],['Gasolina'],['2008/2008'],['71.690'],['0'],['Sedã'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['JETTA'],['Gasolina'],['2016/2017'],['23.000'],['4'],['Sedã'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['SANDERO'],['Gasolina e álcool'],['2019/2020'],['57.726'],['6'],['Hatchback'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['TUCSON'],['Gasolina'],['2020/2020'],['24.936'],['8'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['SPIN'],['Gasolina e álcool'],['2019/2020'],['47.107'],['1'],['Minivan'],['Prata'],['sim'],[''],['nao'],['nao'],['sim'],[''],['Retrovisores elétricos'],['Computador de bordo']
['RANGE ROVER SPORT'],['Diesel'],['2011/2012'],['121.400'],['9'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['KA'],['Gasolina e álcool'],['2018/2019'],['41.341'],['6'],['Hatchback'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['VIRTUS'],['Gasolina e álcool'],['2018/2019'],['39.000'],['6'],['Sedã'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['SANTA FÉ'],['Gasolina'],['2007/2008'],['228.000'],['5'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['ARGO'],['Gasolina e álcool'],['2019/2020'],['49.074'],['4'],['Hatchback'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['RAV4'],['Gasolina'],['2011/2011'],['89.000'],['0'],['Utilitário esportivo'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['COMPASS'],['Gasolina e álcool'],['2018/2018'],['45.884'],['7'],['Utilitário esportivo'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['ARGO'],['Gasolina e álcool'],['2019/2020'],['44.982'],['5'],['Hatchback'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['KWID'],['Gasolina e álcool'],['2019/2020'],['48.496'],['9'],['Hatchback'],['Laranja'],['sim'],[''],['sim'],['nao'],['nao'],[''],[''],['Computador de bordo']
['T-CROSS'],['Gasolina e álcool'],['2019/2020'],['49.801'],['0'],['Utilitário esportivo'],['Cinza'],['sim'],[''],['sim'],['nao'],['sim'],[''],['Retrovisores elétricos'],['Computador de bordo']
['VERSA'],['Gasolina e álcool'],['2018/2018'],['80.403'],['6'],['Sedã'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['Q3'],['Gasolina'],['2016/2017'],['40.850'],['6'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['LOGAN'],['Gasolina e álcool'],['2019/2020'],['30.429'],['2'],['Sedã'],['Prata'],['sim'],[''],['sim'],['nao'],['nao'],[''],[''],['nao']
['GOL'],['Gasolina e álcool'],['2019/2020'],['44.535'],['3'],['Hatchback'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['nao']
['GRAND CHEROKEE'],['Diesel'],['2014/2014'],['66.000'],['0'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['SPEEDSTER'],['Gasolina'],['2006/2006'],['18.500'],['6'],['Conversível'],['Vinho'],['nao'],[''],['nao'],['nao'],['nao'],[''],[''],['nao']
['AMAROK'],['Diesel'],['2016/2016'],['95.004'],['9'],['Picape'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['FIT'],['Gasolina e álcool'],['2016/2016'],['116.786'],['0'],['Hatchback'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['FUSION'],['Gasolina e elétrico'],['2016/2017'],['103.000'],['5'],['Sedã'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['DOBLÒ'],['Gasolina e álcool'],['2019/2020'],['41.000'],['5'],['Minivan'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['Computador de bordo']
['320i'],['Gasolina e álcool'],['2014/2015'],['75.000'],['5'],['Sedã'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['GOLF'],['Gasolina'],['2015/2015'],['47.100'],['5'],['Hatchback'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['DISCOVERY SPORT'],['Diesel'],['2016/2016'],['60.000'],['9'],['Utilitário esportivo'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['SANDERO'],['Gasolina e álcool'],['2019/2020'],['51.641'],['5'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['207'],['Gasolina e álcool'],['2010/2011'],['102.000'],['6'],['Hatchback'],['Prata'],['nao'],[''],['nao'],['nao'],['nao'],[''],[''],['nao']
['TORO'],['Gasolina e álcool'],['2019/2020'],['45.053'],['8'],['Picape'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['KA'],['Gasolina e álcool'],['2017/2017'],['74.627'],['5'],['Hatchback'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['WRANGLER'],['Gasolina'],['2019/2019'],['5.300'],['1'],['Utilitário esportivo'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
